scope,replicate,policy,unit,group_value_aggregation,auc20,hit_count20,total_top_units,recall20,first_hit,hit_positions
external_candidate,2619,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,6,6;17
external_candidate,2620,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,3,3;15
external_candidate,2621,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,12,12;18
external_candidate,2622,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,2623,shuffled_neighbor_family_first_consensus,provenance_group,max,38,2,4,0.5,1,1;3
external_candidate,2624,shuffled_neighbor_family_first_consensus,provenance_group,max,22,3,4,0.75,8,8;16;17
external_candidate,2625,shuffled_neighbor_family_first_consensus,provenance_group,max,44,3,4,0.75,2,2;3;14
external_candidate,2626,shuffled_neighbor_family_first_consensus,provenance_group,max,24,4,4,1.0,9,9;14;17;20
external_candidate,2627,shuffled_neighbor_family_first_consensus,provenance_group,max,9,1,4,0.25,12,12
external_candidate,2628,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,5,5;17
external_candidate,2629,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2630,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,11,11;17
external_candidate,2631,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2632,shuffled_neighbor_family_first_consensus,provenance_group,max,26,2,4,0.5,4,4;12
external_candidate,2633,shuffled_neighbor_family_first_consensus,provenance_group,max,26,3,4,0.75,7,7;10;20
external_candidate,2634,shuffled_neighbor_family_first_consensus,provenance_group,max,13,2,4,0.5,10,10;19
external_candidate,2635,shuffled_neighbor_family_first_consensus,provenance_group,max,65,4,4,1.0,2,2;3;6;8
external_candidate,2636,shuffled_neighbor_family_first_consensus,provenance_group,max,25,3,4,0.75,8,8;11;19
external_candidate,2637,shuffled_neighbor_family_first_consensus,provenance_group,max,16,1,4,0.25,5,5
external_candidate,2638,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,11,11;14
external_candidate,2639,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,6,6;7
external_candidate,2640,shuffled_neighbor_family_first_consensus,provenance_group,max,44,3,4,0.75,2,2;4;13
external_candidate,2641,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,11,11;19
external_candidate,2642,shuffled_neighbor_family_first_consensus,provenance_group,max,41,3,4,0.75,4,4;8;10
external_candidate,2643,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,4,4;9
external_candidate,2644,shuffled_neighbor_family_first_consensus,provenance_group,max,36,3,4,0.75,1,1;8;18
external_candidate,2645,shuffled_neighbor_family_first_consensus,provenance_group,max,32,2,4,0.5,2,2;8
external_candidate,2646,shuffled_neighbor_family_first_consensus,provenance_group,max,15,3,4,0.75,13,13;17;18
external_candidate,2647,shuffled_neighbor_family_first_consensus,provenance_group,max,16,1,4,0.25,5,5
external_candidate,2648,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,2,2;12
external_candidate,2649,shuffled_neighbor_family_first_consensus,provenance_group,max,18,2,4,0.5,8,8;16
external_candidate,2650,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,6,6;8;11
external_candidate,2651,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,2652,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,2653,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2654,shuffled_neighbor_family_first_consensus,provenance_group,max,17,3,4,0.75,12,12;16;18
external_candidate,2655,shuffled_neighbor_family_first_consensus,provenance_group,max,16,3,4,0.75,9,9;18;20
external_candidate,2656,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,8,8;14
external_candidate,2657,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,2658,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,13,13;18
external_candidate,2659,shuffled_neighbor_family_first_consensus,provenance_group,max,26,2,4,0.5,5,5;11
external_candidate,2660,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,2661,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,7,7;12
external_candidate,2662,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,2663,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,2,2;5;18
external_candidate,2664,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,2665,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,9,9;13
external_candidate,2666,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,2667,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,8,8;17
external_candidate,2668,shuffled_neighbor_family_first_consensus,provenance_group,max,2,1,4,0.25,19,19
external_candidate,2669,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,2670,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2671,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,9,9;16
external_candidate,2672,shuffled_neighbor_family_first_consensus,provenance_group,max,47,4,4,1.0,2,2;5;11;19
external_candidate,2673,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,2674,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,2675,shuffled_neighbor_family_first_consensus,provenance_group,max,33,2,4,0.5,1,1;8
external_candidate,2676,shuffled_neighbor_family_first_consensus,provenance_group,max,36,3,4,0.75,1,1;9;17
external_candidate,2677,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2678,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,6,6;11
external_candidate,2679,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2680,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,6,6;8
external_candidate,2681,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,2682,shuffled_neighbor_family_first_consensus,provenance_group,max,24,3,4,0.75,9,9;12;18
external_candidate,2683,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,2684,shuffled_neighbor_family_first_consensus,provenance_group,max,21,3,4,0.75,10,10;13;19
external_candidate,2685,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,2686,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,2687,shuffled_neighbor_family_first_consensus,provenance_group,max,20,2,4,0.5,7,7;15
external_candidate,2688,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,2,2;13
external_candidate,2689,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,2690,shuffled_neighbor_family_first_consensus,provenance_group,max,16,3,4,0.75,10,10;17;20
external_candidate,2691,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,2692,shuffled_neighbor_family_first_consensus,provenance_group,max,8,2,4,0.5,16,16;18
external_candidate,2693,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,6,6;7
external_candidate,2694,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,11,11;19
external_candidate,2695,shuffled_neighbor_family_first_consensus,provenance_group,max,15,2,4,0.5,8,8;19
external_candidate,2696,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,2,2;11
external_candidate,2697,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,3,3;12
external_candidate,2698,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,4,4;9
external_candidate,2699,shuffled_neighbor_family_first_consensus,provenance_group,max,10,2,4,0.5,15,15;17
external_candidate,2700,shuffled_neighbor_family_first_consensus,provenance_group,max,16,3,4,0.75,10,10;18;19
external_candidate,2701,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,4,4;14
external_candidate,2702,shuffled_neighbor_family_first_consensus,provenance_group,max,4,1,4,0.25,17,17
external_candidate,2703,shuffled_neighbor_family_first_consensus,provenance_group,max,20,3,4,0.75,10,10;13;20
external_candidate,2704,shuffled_neighbor_family_first_consensus,provenance_group,max,3,1,4,0.25,18,18
external_candidate,2705,shuffled_neighbor_family_first_consensus,provenance_group,max,31,2,4,0.5,2,2;9
external_candidate,2706,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,1,1;20
external_candidate,2707,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,5,5;10
external_candidate,2708,shuffled_neighbor_family_first_consensus,provenance_group,max,39,3,4,0.75,1,1;4;19
external_candidate,2709,shuffled_neighbor_family_first_consensus,provenance_group,max,32,2,4,0.5,3,3;7
external_candidate,2710,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,5,5;9
external_candidate,2711,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,1,1;7;17
external_candidate,2712,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,1,1;17
external_candidate,2713,shuffled_neighbor_family_first_consensus,provenance_group,max,15,2,4,0.5,9,9;18
external_candidate,2714,shuffled_neighbor_family_first_consensus,provenance_group,max,10,3,4,0.75,16,16;17;20
external_candidate,2715,shuffled_neighbor_family_first_consensus,provenance_group,max,42,3,4,0.75,4,4;6;11
external_candidate,2716,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,5,5;18
external_candidate,2717,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,2718,shuffled_neighbor_family_first_consensus,provenance_group,max,15,2,4,0.5,7,7;20
external_candidate,2719,shuffled_neighbor_family_first_consensus,provenance_group,max,23,3,4,0.75,8,8;14;18
external_candidate,2720,shuffled_neighbor_family_first_consensus,provenance_group,max,18,2,4,0.5,6,6;18
external_candidate,2721,shuffled_neighbor_family_first_consensus,provenance_group,max,19,2,4,0.5,4,4;19
external_candidate,2722,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,1,1;13
external_candidate,2723,shuffled_neighbor_family_first_consensus,provenance_group,max,62,4,4,1.0,1,1;2;8;11
external_candidate,2724,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,9,9;11
external_candidate,2725,shuffled_neighbor_family_first_consensus,provenance_group,max,14,3,4,0.75,12,12;17;20
external_candidate,2726,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,2,2;18
external_candidate,2727,shuffled_neighbor_family_first_consensus,provenance_group,max,26,2,4,0.5,4,4;12
external_candidate,2728,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,3,3;12
external_candidate,2729,shuffled_neighbor_family_first_consensus,provenance_group,max,35,2,4,0.5,3,3;4
external_candidate,2730,shuffled_neighbor_family_first_consensus,provenance_group,max,3,1,4,0.25,18,18
external_candidate,2731,shuffled_neighbor_family_first_consensus,provenance_group,max,5,1,4,0.25,16,16
external_candidate,2732,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,3,3;8;14
external_candidate,2733,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,7,7;12
external_candidate,2734,shuffled_neighbor_family_first_consensus,provenance_group,max,13,1,4,0.25,8,8
external_candidate,2735,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,13,13;15
external_candidate,2736,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,1,1;16
external_candidate,2737,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,2738,shuffled_neighbor_family_first_consensus,provenance_group,max,2,1,4,0.25,19,19
external_candidate,2739,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,2740,shuffled_neighbor_family_first_consensus,provenance_group,max,6,2,4,0.5,16,16;20
external_candidate,2741,shuffled_neighbor_family_first_consensus,provenance_group,max,4,1,4,0.25,17,17
external_candidate,2742,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,7,7;12
external_candidate,2743,shuffled_neighbor_family_first_consensus,provenance_group,max,40,3,4,0.75,2,2;6;15
external_candidate,2744,shuffled_neighbor_family_first_consensus,provenance_group,max,15,2,4,0.5,11,11;16
external_candidate,2745,shuffled_neighbor_family_first_consensus,provenance_group,max,29,3,4,0.75,1,1;16;17
external_candidate,2746,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,10,10;20
external_candidate,2747,shuffled_neighbor_family_first_consensus,provenance_group,max,4,1,4,0.25,17,17
external_candidate,2748,shuffled_neighbor_family_first_consensus,provenance_group,max,29,3,4,0.75,4,4;11;19
external_candidate,2749,shuffled_neighbor_family_first_consensus,provenance_group,max,25,3,4,0.75,8,8;11;19
external_candidate,2750,shuffled_neighbor_family_first_consensus,provenance_group,max,6,1,4,0.25,15,15
external_candidate,2751,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,1,1;19
external_candidate,2752,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,2753,shuffled_neighbor_family_first_consensus,provenance_group,max,36,2,4,0.5,2,2;4
external_candidate,2754,shuffled_neighbor_family_first_consensus,provenance_group,max,34,2,4,0.5,1,1;7
external_candidate,2755,shuffled_neighbor_family_first_consensus,provenance_group,max,1,1,4,0.25,20,20
external_candidate,2756,shuffled_neighbor_family_first_consensus,provenance_group,max,21,3,4,0.75,10,10;12;20
external_candidate,2757,shuffled_neighbor_family_first_consensus,provenance_group,max,36,3,4,0.75,4,4;7;16
external_candidate,2758,shuffled_neighbor_family_first_consensus,provenance_group,max,18,2,4,0.5,8,8;16
external_candidate,2759,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,2760,shuffled_neighbor_family_first_consensus,provenance_group,max,17,2,4,0.5,8,8;17
external_candidate,2761,shuffled_neighbor_family_first_consensus,provenance_group,max,37,3,4,0.75,1,1;10;15
external_candidate,2762,shuffled_neighbor_family_first_consensus,provenance_group,max,6,2,4,0.5,17,17;19
external_candidate,2763,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,3,3;10
external_candidate,2764,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,1,1;16
external_candidate,2765,shuffled_neighbor_family_first_consensus,provenance_group,max,30,2,4,0.5,4,4;8
external_candidate,2766,shuffled_neighbor_family_first_consensus,provenance_group,max,37,3,4,0.75,5,5;10;11
external_candidate,2767,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2768,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,2769,shuffled_neighbor_family_first_consensus,provenance_group,max,3,1,4,0.25,18,18
external_candidate,2770,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,1,1;10;17
external_candidate,2771,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,2772,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,8,8;13
external_candidate,2773,shuffled_neighbor_family_first_consensus,provenance_group,max,34,3,4,0.75,6,6;9;14
external_candidate,2774,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,4,4;9
external_candidate,2775,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,6,6;12
external_candidate,2776,shuffled_neighbor_family_first_consensus,provenance_group,max,37,2,4,0.5,1,1;4
external_candidate,2777,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,2778,shuffled_neighbor_family_first_consensus,provenance_group,max,24,4,4,1.0,7,7;14;19;20
external_candidate,2779,shuffled_neighbor_family_first_consensus,provenance_group,max,38,3,4,0.75,1,1;9;15
external_candidate,2780,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,9,9;12
external_candidate,2781,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,8,8;20
external_candidate,2782,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,12,12;19
external_candidate,2783,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,2784,shuffled_neighbor_family_first_consensus,provenance_group,max,13,1,4,0.25,8,8
external_candidate,2785,shuffled_neighbor_family_first_consensus,provenance_group,max,12,1,4,0.25,9,9
external_candidate,2786,shuffled_neighbor_family_first_consensus,provenance_group,max,16,1,4,0.25,5,5
external_candidate,2787,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,2788,shuffled_neighbor_family_first_consensus,provenance_group,max,36,3,4,0.75,6,6;7;14
external_candidate,2789,shuffled_neighbor_family_first_consensus,provenance_group,max,18,3,4,0.75,7,7;18;20
external_candidate,2790,shuffled_neighbor_family_first_consensus,provenance_group,max,8,1,4,0.25,13,13
external_candidate,2791,shuffled_neighbor_family_first_consensus,provenance_group,max,16,2,4,0.5,8,8;18
external_candidate,2792,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2793,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,2794,shuffled_neighbor_family_first_consensus,provenance_group,max,37,3,4,0.75,3,3;8;15
external_candidate,2795,shuffled_neighbor_family_first_consensus,provenance_group,max,31,2,4,0.5,1,1;10
external_candidate,2796,shuffled_neighbor_family_first_consensus,provenance_group,max,23,3,4,0.75,8,8;14;18
external_candidate,2797,shuffled_neighbor_family_first_consensus,provenance_group,max,15,1,4,0.25,6,6
external_candidate,2798,shuffled_neighbor_family_first_consensus,provenance_group,max,11,1,4,0.25,10,10
external_candidate,2799,shuffled_neighbor_family_first_consensus,provenance_group,max,45,3,4,0.75,4,4;6;8
external_candidate,2800,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,13,13;18
external_candidate,2801,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,2802,shuffled_neighbor_family_first_consensus,provenance_group,max,26,2,4,0.5,6,6;10
external_candidate,2803,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,4,4;11
external_candidate,2804,shuffled_neighbor_family_first_consensus,provenance_group,max,33,2,4,0.5,2,2;7
external_candidate,2805,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,2806,shuffled_neighbor_family_first_consensus,provenance_group,max,23,2,4,0.5,6,6;13
external_candidate,2807,shuffled_neighbor_family_first_consensus,provenance_group,max,36,3,4,0.75,3,3;10;14
external_candidate,2808,shuffled_neighbor_family_first_consensus,provenance_group,max,33,2,4,0.5,4,4;5
external_candidate,2809,shuffled_neighbor_family_first_consensus,provenance_group,max,5,2,4,0.5,17,17;20
external_candidate,2810,shuffled_neighbor_family_first_consensus,provenance_group,max,27,2,4,0.5,3,3;12
external_candidate,2811,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,2812,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,2813,shuffled_neighbor_family_first_consensus,provenance_group,max,36,2,4,0.5,2,2;4
external_candidate,2814,shuffled_neighbor_family_first_consensus,provenance_group,max,36,3,4,0.75,4,4;9;14
external_candidate,2815,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,8,8;9
external_candidate,2816,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2817,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,2818,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2819,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,2820,shuffled_neighbor_family_first_consensus,provenance_group,max,46,3,4,0.75,3,3;4;10
external_candidate,2821,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,2822,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,4,4;10
external_candidate,2823,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2824,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
external_candidate,2825,shuffled_neighbor_family_first_consensus,provenance_group,max,31,3,4,0.75,7,7;11;14
external_candidate,2826,shuffled_neighbor_family_first_consensus,provenance_group,max,37,3,4,0.75,4,4;9;13
external_candidate,2827,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,12,12;16
external_candidate,2828,shuffled_neighbor_family_first_consensus,provenance_group,max,1,1,4,0.25,20,20
external_candidate,2829,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,8,8;9
external_candidate,2830,shuffled_neighbor_family_first_consensus,provenance_group,max,30,2,4,0.5,5,5;7
external_candidate,2831,shuffled_neighbor_family_first_consensus,provenance_group,max,11,1,4,0.25,10,10
external_candidate,2832,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,11,11;20
external_candidate,2833,shuffled_neighbor_family_first_consensus,provenance_group,max,39,3,4,0.75,1,1;3;20
external_candidate,2834,shuffled_neighbor_family_first_consensus,provenance_group,max,11,1,4,0.25,10,10
external_candidate,2835,shuffled_neighbor_family_first_consensus,provenance_group,max,21,2,4,0.5,8,8;13
external_candidate,2836,shuffled_neighbor_family_first_consensus,provenance_group,max,26,2,4,0.5,1,1;15
external_candidate,2837,shuffled_neighbor_family_first_consensus,provenance_group,max,21,3,4,0.75,3,3;19;20
external_candidate,2838,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,2839,shuffled_neighbor_family_first_consensus,provenance_group,max,31,3,4,0.75,3,3;9;20
external_candidate,2840,shuffled_neighbor_family_first_consensus,provenance_group,max,32,3,4,0.75,4,4;12;15
external_candidate,2841,shuffled_neighbor_family_first_consensus,provenance_group,max,42,3,4,0.75,5,5;6;10
external_candidate,2842,shuffled_neighbor_family_first_consensus,provenance_group,max,18,2,4,0.5,7,7;17
external_candidate,2843,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,11,11;20
external_candidate,2844,shuffled_neighbor_family_first_consensus,provenance_group,max,16,2,4,0.5,8,8;18
external_candidate,2845,shuffled_neighbor_family_first_consensus,provenance_group,max,15,2,4,0.5,13,13;14
external_candidate,2846,shuffled_neighbor_family_first_consensus,provenance_group,max,13,1,4,0.25,8,8
external_candidate,2847,shuffled_neighbor_family_first_consensus,provenance_group,max,7,2,4,0.5,16,16;19
external_candidate,2848,shuffled_neighbor_family_first_consensus,provenance_group,max,20,1,4,0.25,1,1
external_candidate,2849,shuffled_neighbor_family_first_consensus,provenance_group,max,37,3,4,0.75,6,6;7;13
external_candidate,2850,shuffled_neighbor_family_first_consensus,provenance_group,max,35,2,4,0.5,1,1;6
external_candidate,2851,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,2,2;18
external_candidate,2852,shuffled_neighbor_family_first_consensus,provenance_group,max,27,3,4,0.75,3,3;14;19
external_candidate,2853,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,11,11;17
external_candidate,2854,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,13,13;18
external_candidate,2855,shuffled_neighbor_family_first_consensus,provenance_group,max,2,1,4,0.25,19,19
external_candidate,2856,shuffled_neighbor_family_first_consensus,provenance_group,max,16,1,4,0.25,5,5
external_candidate,2857,shuffled_neighbor_family_first_consensus,provenance_group,max,3,2,4,0.5,19,19;20
external_candidate,2858,shuffled_neighbor_family_first_consensus,provenance_group,max,9,1,4,0.25,12,12
external_candidate,2859,shuffled_neighbor_family_first_consensus,provenance_group,max,7,1,4,0.25,14,14
external_candidate,2860,shuffled_neighbor_family_first_consensus,provenance_group,max,24,2,4,0.5,2,2;16
external_candidate,2861,shuffled_neighbor_family_first_consensus,provenance_group,max,22,2,4,0.5,5,5;15
external_candidate,2862,shuffled_neighbor_family_first_consensus,provenance_group,max,25,2,4,0.5,3,3;14
external_candidate,2863,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2864,shuffled_neighbor_family_first_consensus,provenance_group,max,3,2,4,0.5,19,19;20
external_candidate,2865,shuffled_neighbor_family_first_consensus,provenance_group,max,11,1,4,0.25,10,10
external_candidate,2866,shuffled_neighbor_family_first_consensus,provenance_group,max,16,1,4,0.25,5,5
external_candidate,2867,shuffled_neighbor_family_first_consensus,provenance_group,max,3,1,4,0.25,18,18
external_candidate,2868,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,2,2;6;20
external_candidate,2869,shuffled_neighbor_family_first_consensus,provenance_group,max,35,2,4,0.5,3,3;4
external_candidate,2870,shuffled_neighbor_family_first_consensus,provenance_group,max,17,1,4,0.25,4,4
external_candidate,2871,shuffled_neighbor_family_first_consensus,provenance_group,max,11,2,4,0.5,15,15;16
external_candidate,2872,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2873,shuffled_neighbor_family_first_consensus,provenance_group,max,18,1,4,0.25,3,3
external_candidate,2874,shuffled_neighbor_family_first_consensus,provenance_group,max,32,3,4,0.75,2,2;13;16
external_candidate,2875,shuffled_neighbor_family_first_consensus,provenance_group,max,39,2,4,0.5,1,1;2
external_candidate,2876,shuffled_neighbor_family_first_consensus,provenance_group,max,0,0,4,0.0,21,
external_candidate,2877,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,2878,shuffled_neighbor_family_first_consensus,provenance_group,max,14,2,4,0.5,12,12;16
external_candidate,2879,shuffled_neighbor_family_first_consensus,provenance_group,max,21,3,4,0.75,11,11;12;19
external_candidate,2880,shuffled_neighbor_family_first_consensus,provenance_group,max,35,3,4,0.75,3,3;11;14
external_candidate,2881,shuffled_neighbor_family_first_consensus,provenance_group,max,28,2,4,0.5,1,1;13
external_candidate,2882,shuffled_neighbor_family_first_consensus,provenance_group,max,12,2,4,0.5,11,11;19
external_candidate,2883,shuffled_neighbor_family_first_consensus,provenance_group,max,29,2,4,0.5,3,3;10
external_candidate,2884,shuffled_neighbor_family_first_consensus,provenance_group,max,4,1,4,0.25,17,17
external_candidate,2885,shuffled_neighbor_family_first_consensus,provenance_group,max,2,1,4,0.25,19,19
external_candidate,2886,shuffled_neighbor_family_first_consensus,provenance_group,max,37,3,4,0.75,3,3;5;18
external_candidate,2887,shuffled_neighbor_family_first_consensus,provenance_group,max,10,2,4,0.5,14,14;18
external_candidate,2888,shuffled_neighbor_family_first_consensus,provenance_group,max,38,4,4,1.0,2,2;11;14;19
external_candidate,2889,shuffled_neighbor_family_first_consensus,provenance_group,max,19,1,4,0.25,2,2
external_candidate,2890,shuffled_neighbor_family_first_consensus,provenance_group,max,34,3,4,0.75,2,2;8;19
external_candidate,2891,shuffled_neighbor_family_first_consensus,provenance_group,max,10,1,4,0.25,11,11
external_candidate,2892,shuffled_neighbor_family_first_consensus,provenance_group,max,14,1,4,0.25,7,7
